goal,target,indicator,indicator_description,us_fedstats_available,data_source,agency,url,unsd_proposed_tier,,possible_custodian
4,"Ziel    4.6       Bis 2030 sicherstellen, dass alle Jugendlichen und ein erheblicher Anteil der maennlichen und weiblichen Erwachsenen lesen, schreiben und rechnen lernen",4.6.1,"4.6.1  Anteil der Bevoelkerung innerhalb einer gegebenen Altersgruppe, die mindestens ueber Grundkompetenzen in (a) Lesen und (b) Rechnen verfuegt, nach Geschlechtÿ",,,,,,,
4,"Ziel    4.7       Bis 2030 sicherstellen, dass alle Lernenden die notwendigen Kenntnisse und Qualifikationen zur Foerderung nachhaltiger Entwicklung erwerben, unter anderem durch Bildung fuer nachhaltige Entwicklung und nachhaltige Lebensweisen, Menschenrechte, Geschlechtergleichstellung, eine Kultur des Friedens und der Gewaltlosigkeit, Weltbuergerschaft und die Wertschaetzung kultureller Vielfalt und des Beitrags der Kultur zu nachhaltiger Entwicklung",4.7.1,"4.7.1  Ausmass, in dem auf allen Ebenen (i) ""Global Citizenship Education"" und (ii) Bildung fuer nachhaltige Entwicklung, einschliesslich der Gleichstellung der Geschlechter und Menschenrechte, in (a) der nationalen Bildungspolitik, (b) Lehrplaenen, (c) Ausbildung von Lehrkraeften und (d) Schulleistungsbewertungen beruecksichtigt werden",,,,,,,
4,"Ziel    4.a       Bildungseinrichtungen bauen und ausbauen, die kinder-, behinderten- und geschlechtergerecht sind und eine sichere, gewaltfreie, inklusive und effektive Lernumgebung fuer alle bieten",4.a.1,4.a.1  Anteil der Schulen mit Zugang zu: (a) Strom; (b) Internet fuer paedagogische Zwecke; (c) Computern fuer paedagogische Zwecke; (d) angepasste Infrastruktur und Materialien fuer Schueler mit Behinderungen; (e) Trinkwasser; (f) geschlechterspezifischen sanitaeren Anlagen; und g) grundlegende Ausstattung zum Haendewaschen (gemaess den WASH-Indikator-Defnitionen),,,,,,,
4,"Ziel    4.b       Bis 2020 weltweit die Zahl der verfuegbaren Stipendien fuer Entwicklungslaender, insbesondere fuer die am wenigsten entwickelten Laender, die kleinen Inselentwicklungslaender und die afrikanischen Laender, zum Besuch einer Hochschule, einschliesslich zur Berufsbildung und zu Informations- und Kommunikationstechnik-, Technik-, Ingenieurs- und Wissenschaftsprogrammen, in entwickelten Laendern und in anderen Entwicklungslaendern wesentlich erhoehen",4.b.1,4.b.1  Umfang der Ausgaben fuer oeffentliche Entwicklungszusammenarbeit fuer Stipendien nach Sektor und Art des Studiums,,,,,,,
4,Ziel    4.c       Bis 2030 das Angebot an qualifizierten Lehrkraeften unter anderem durch internationale Zusammenarbeit im Bereich der Lehrerausbildung in den Entwicklungslaendern und insbesondere in den am wenigsten entwickelten Laendern und kleinen Inselentwicklungslaendern wesentlich erhoehen,4.c.1,"4.c.1  Anteil der Lehrer in: (a) Vorschule; (b) Grundschule; (c ) Sekundarstufe I; und (d) Sekundarstufe II, die vor oder waehrend ihrer Taetigkeit zumindest die geforderte Grundausbildung (z. B. paedagogisches Training) zum Unterrichten fuer die entsprechende Schulstufe im jeweiligen Land erhalten haben",,,,,,,
5,Ziel    5.1       Alle Formen der Diskriminierung von Frauen und Maedchen ueberall auf der Welt beenden,5.1.1,"5.1.1  Existenz gesetzlicher Rahmenbedingungen, die die Gleichstellung und die Nicht-Diskriminierung aufgrund des Geschlechts foerdern, durchsetzen und ueberwachen",,,,,,,
5,Ziel    5.2       Alle Formen von Gewalt gegen alle Frauen und Maedchen im oeffentlichen und im privaten Bereich einschliesslich des Menschenhandels und sexueller und anderer Formen der Ausbeutung beseitigen,5.2.1,"5.2.1  Anteil der sich jemals in einer Partnerschaft befundenen Frauen und Maedchen im Alter von 15 Jahren und aelter, die physischer, sexueller oder psychischer Gewalt durch ihren aktuellen oder frueheren intimen Partner in den vergangenen 12 Monaten ausgesetzt waren, nach Gewaltart und Alter",,,,,,,
5,Ziel    5.2       Alle Formen von Gewalt gegen alle Frauen und Maedchen im oeffentlichen und im privaten Bereich einschliesslich des Menschenhandels und sexueller und anderer Formen der Ausbeutung beseitigen,5.2.2,"5.2.2  Anteil der Frauen und Maedchen im Alter von 15 Jahren und aelter, die sexueller Gewalt durch andere Personen als einem intimen Partner in den vergangenen 12 Monaten ausgesetzt waren, nach Alter und Ort des Geschehens",,,,,,,
5,"Ziel    5.3       Alle schaedlichen Praktiken wie Kinderheirat, Fruehverheiratung und Zwangsheirat sowie die Genitalverstuemmelung bei Frauen und Maedchen beseitigen",5.3.1,"5.3.1  Anteil der 20-bis 24-jaehrigen Frauen, die verheiratet oder in einer vergleichbaren Verbindung waren, bevor sie 15 und bevor sie 18 Jahre alt waren",,,,,,,
5,"Ziel    5.3       Alle schaedlichen Praktiken wie Kinderheirat, Fruehverheiratung und Zwangsheirat sowie die Genitalverstuemmelung bei Frauen und Maedchen beseitigen",5.3.2,"5.3.2  Anteil der 15- bis 49-jaehrigen Maedchen und Frauen, die weibliche Genitalverstuemmelung erlitten haben, nach Alter",,,,,,,
5,"Ziel    5.4       Unbezahlte Pflege- und Hausarbeit durch die Bereitstellung oeffentlicher Dienstleistungen und Infrastrukturen, Sozialschutzmassnahmen und die Foerderung geteilter Verantwortung innerhalb des Haushalts und der Familie entsprechend den nationalen Gegebenheiten anerkennen und wertschaetzen",5.4.1,"5.4.1  Anteil des Zeitaufwands fuer unbezahlte Haus- und Pflegearbeit, nach Geschlecht, Alter und Ort",,,,,,,
5,"Ziel    5.5       Die volle und wirksame Teilhabe von Frauen und ihre Chancengleichheit bei der uebernahme von Fuehrungsrollen auf allen Ebenen der Entscheidungsfindung im politischen, wirtschaftlichen und oeffentlichen Leben sicherstellen",5.5.1,5.5.1  Frauenanteil in (a) nationalen Parlamenten und (b) Landesregierungen,,,,,,,
5,"Ziel    5.5       Die volle und wirksame Teilhabe von Frauen und ihre Chancengleichheit bei der uebernahme von Fuehrungsrollen auf allen Ebenen der Entscheidungsfindung im politischen, wirtschaftlichen und oeffentlichen Leben sicherstellen",5.5.2,5.5.2  Frauenanteil in Fuehrungspositionen,,,,,,,
5,"Ziel    5.6       Den allgemeinen Zugang zu sexueller und reproduktiver Gesundheit und reproduktiven Rechten gewaehrleisten, wie im Einklang mit dem Aktionsprogramm der Internationalen Konferenz ueber Bevoelkerung und Entwicklung, der Aktionsplattform von Beijing und den Ergebnisdokumenten ihrer ueberpruefungskonferenzen vereinbart",5.6.1,"5.6.1  Anteil der 15- bis 49- jaehrigen Frauen, die eigene informierte Entscheidungen bezueglich sexueller Beziehungen, Verhuetungsmitteln und reproduktiver Gesundheitsvorsorge treffen",,,,,,,
5,"Ziel    5.6       Den allgemeinen Zugang zu sexueller und reproduktiver Gesundheit und reproduktiven Rechten gewaehrleisten, wie im Einklang mit dem Aktionsprogramm der Internationalen Konferenz ueber Bevoelkerung und Entwicklung, der Aktionsplattform von Beijing und den Ergebnisdokumenten ihrer ueberpruefungskonferenzen vereinbart",5.6.2,"5.6.2  Anzahl der Staaten mit Gesetzen und Vorschriften, die den vollen und gleichberechtigten Zugang fuer Frauen im Alter von 15 Jahren und aelter zur sexuellen und reproduktiven Gesundheitsvorsorge, Information und Bildung garantieren",,,,,,,
5,"Ziel    5.a       Reformen durchfuehren, um Frauen die gleichen Rechte auf wirtschaftliche Ressourcen sowie Zugang zu Grundeigentum und zur Verfuegungsgewalt ueber Grund und Boden und sonstige Vermoegensformen, zu Finanzdienstleistungen, Erbschaften und natuerlichen Ressourcen zu verschaffen, im Einklang mit den nationalen Rechtsvorschriften",5.a.1,"5.a.1  (a) Anteil der landwirtschaftlichen Bevoelkerung mit Eigentum oder sicheren Rechten an landwirtschaftlichen Flaechen, nach geschlecht; und (b) Frauenanteil unter Eigentuemern und sonstigen Rechteinhabern  landwirtschaftlicher Flaechen, nach der Art Besitzanspruches",,,,,,,
5,"Ziel    5.a       Reformen durchfuehren, um Frauen die gleichen Rechte auf wirtschaftliche Ressourcen sowie Zugang zu Grundeigentum und zur Verfuegungsgewalt ueber Grund und Boden und sonstige Vermoegensformen, zu Finanzdienstleistungen, Erbschaften und natuerlichen Ressourcen zu verschaffen, im Einklang mit den nationalen Rechtsvorschriften",5.a.2,"5.a.2  Anteil der Staaten mit Gesetzen (einschliesslich Gewohnheitsrecht), die Frauen die gleichen Rechte fuer Landeigentum und/oder -nutzung garantieren",,,,,,,
5,"Ziel    5.b       Die Nutzung von Grundlagentechnologien, insbesondere der Informations- und Kommunikationstechnologien, verbessern, um die Selbstbestimmung der Frauen zu foerdern",5.b.1,"5.b.1  Anteil der Menschen, die ein Mobiltelefon besitzen, nach Geschlecht",,,,,,,
5,Ziel    5.c       Eine solide Politik und durchsetzbare Rechtsvorschriften zur Foerderung der Gleichstellung der Geschlechter und der Selbstbestimmung aller Frauen und Maedchen auf allen Ebenen beschliessen und verstaerken,5.c.1,5.c.1  Anteil der Staaten mit Systemen zur transparenten Nachverfolgung oeffentlicher Zuwendungen fuer Gleichberechtigung und Frauenfoerderung,,,,,,,
6,"Ziel    6.1       Bis 2030 den allgemeinen und gerechten Zugang zu einwandfreiem und bezahlbarem
Trinkwasser fuer alle erreichen",6.1.1,6.1.1  Anteil der Bevoelkerung mit Zugang zu einer sicheren Trinkwasserversorgung,,,,,,,
6,"Ziel    6.2       Bis 2030 den Zugang zu einer angemessenen und gerechten Sanitaerversorgung und Hygiene fuer alle erreichen und der Notdurftverrichtung im Freien ein Ende setzen, unter besonderer Beachtung der Beduerfnisse von Frauen und Maedchen und von Menschen in prekaeren Situationen",6.2.1,6.2.1  Anteil der Bevoelkerung mit (a) Zugang zu einer sicheren Sanitaerversorgung und (b) einem Handwaschbecken mit Seife und Wasser,,,,,,,
6,"Ziel    6.3       Bis 2030 die Wasserqualitaet durch Verringerung der Verschmutzung, Beendigung des Einbringens und Minimierung der Freisetzung gefaehrlicher Chemikalien und Stoffe, Halbierung des Anteils unbehandelten Abwassers und eine betraechtliche Steigerung der Wiederaufbereitung und gefahrlosen Wiederverwendung weltweit verbessern",6.3.1,6.3.1  Anteil des sicher behandelten Abwassers,,,,,,,
6,"Ziel    6.3       Bis 2030 die Wasserqualitaet durch Verringerung der Verschmutzung, Beendigung des Einbringens und Minimierung der Freisetzung gefaehrlicher Chemikalien und Stoffe, Halbierung des Anteils unbehandelten Abwassers und eine betraechtliche Steigerung der Wiederaufbereitung und gefahrlosen Wiederverwendung weltweit verbessern",6.3.2,6.3.2  Anteil der Gewaesser mit guter Wasserqualitaet,,,,,,,
6,"Ziel    6.4       Bis 2030 die Effizienz der Wassernutzung in allen Sektoren wesentlich steigern und eine nachhaltige Entnahme und Bereitstellung von Suesswasser gewaehrleisten, um der Wasserknappheit zu begegnen und die Zahl der unter Wasserknappheit leidenden Menschen erheblich zu verringern",6.4.1,6.4.1  aenderung der Wassernutzungseffizienz im Zeitablauf,,,,,,,
6,"Ziel    6.4       Bis 2030 die Effizienz der Wassernutzung in allen Sektoren wesentlich steigern und eine nachhaltige Entnahme und Bereitstellung von Suesswasser gewaehrleisten, um der Wasserknappheit zu begegnen und die Zahl der unter Wasserknappheit leidenden Menschen erheblich zu verringern",6.4.2,6.4.2  Grad der Wasserknappheit: Suesswasserentnahme als Anteil an den verfuegbaren Suesswasserressourcen,,,,,,,
6,"Ziel    6.5       Bis 2030 auf allen Ebenen eine integrierte Bewirtschaftung der Wasserressourcen umsetzen, gegebenenfalls auch mittels grenzueberschreitender Zusammenarbeit",6.5.1,6.5.1  Grad der Implementierung eines integrierten Wasserressourcenmanagements (0-100),,,,,,,
6,"Ziel    6.5       Bis 2030 auf allen Ebenen eine integrierte Bewirtschaftung der Wasserressourcen umsetzen, gegebenenfalls auch mittels grenzueberschreitender Zusammenarbeit",6.5.2,6.5.2  Anteil der grenzueberschreitenden Flussgebiete mit einer operationalen Vereinbarung zur Wasserkooperation,,,,,,,
6,"Ziel    6.6       Bis 2020 wasserverbundene oekosysteme schuetzen und wiederherstellen, darunter Berge, Waelder, Feuchtgebiete, Fluesse, Grundwasserleiter und Seen",6.6.1,6.6.1  aenderung des Umfangs von Wasser-oekosystemen im Zeitablauf,,,,,,,
6,"Ziel    6.a       Bis 2030 die internationale Zusammenarbeit und die Unterstuetzung der Entwicklungslaender beim Kapazitaetsaufbau fuer Aktivitaeten und Programme im Bereich der Wasser- und Sanitaerversorgung ausbauen, einschliesslich der Wassersammlung und -speicherung, Entsalzung, effizienten Wassernutzung, Abwasserbehandlung, Wiederaufbereitungs- und Wiederverwendungstechnologien",6.a.1,"6.a.1  Betrag an  oeffentlichen Entwicklungsausgaben fuer Wasserver- und -entsorgung, die Teil eines geregelten oeffentlichen Haushaltsplans sind",,,,,,,
6,Ziel    6.b       Die Mitwirkung lokaler Gemeinwesen an der Verbesserung der Wasserbewirtschaftung und der Sanitaerversorgung unterstuetzen und verstaerken,6.b.1,6.b.1  Anteil der lokalen Verwaltungseinheiten mit etablierten und operationalen Strategien und Verfahren zur Beteiligung der Gemeinden am Wasser- und Abwassermanagement,,,,,,,
7,"Ziel    7.1       Bis 2030 den allgemeinen Zugang zu bezahlbaren, verlaesslichen und modernen Energiedienstleistungen sichern",7.1.1,7.1.1  Anteil der Bevoelkerung mit Zugang zu Elektrizitaet,,,,,,,
7,"Ziel    7.1       Bis 2030 den allgemeinen Zugang zu bezahlbaren, verlaesslichen und modernen Energiedienstleistungen sichern",7.1.2,7.1.2  Anteil der Bevoelkerung mit ueberwiegender Abhaengigkeit von sauberen Energietraegern und Technologien,,,,,,,
7,Ziel    7.2       Bis 2030 den Anteil erneuerbarer Energie am globalen Energiemix deutlich erhoehen,7.2.1,7.2.1  Anteil der erneuerbaren Energien am gesamten Endenergieverbrauch,,,,,,,
7,Ziel    7.3       Bis 2030 die weltweite Steigerungsrate der Energieeffizienz verdoppeln,7.3.1,7.3.1  Energieintensitaet gemessen als Primaerenergie zum BIP,,,,,,,
7,"Ziel    7.a       Bis 2030 die internationale Zusammenarbeit verstaerken, um den Zugang zur Forschung und Technologie im Bereich saubere Energie, namentlich erneuerbare Energie, Energieeffizienz sowie fortschrittliche und saubere Technologien fuer fossile Brennstoffe, zu erleichtern, und Investitionen in die Energieinfrastruktur und saubere Energietechnologien foerdern",7.a.1,"7.a.1  Internationale Geldstroeme an Entwicklungslaender zur Foerderung von Forschung und Entwicklung im Bereich sauberer Energien sowie erneuerbarer Energieproduktion, einschliesslich Hybridsystemen",,,,,,,
7,"Ziel    7.b       Bis 2030 die Infrastruktur ausbauen und die Technologie modernisieren, um in den Entwicklungslaendern und insbesondere in den am wenigsten entwickelten Laendern, den kleinen Inselentwicklungslaendern und den Binnenentwicklungslaendern im Einklang mit ihren jeweiligen Unterstuetzungsprogrammen moderne und nachhaltige Energiedienstleistungen fuer alle bereitzustellen",7.b.1,7.b.1  Investitionen in Energieeffizienz als Anteil am BIP und Betrag der auslaendischen Direktinvestitionen als Finanzmittel fuer Infrastruktur und Technologien fuer nachhaltige Entwicklungsleistungen,,,,,,,
8,Ziel    8.1       Ein Pro-Kopf-Wirtschaftswachstum entsprechend den nationalen Gegebenheiten und insbesondere ein jaehrliches Wachstum des Bruttoinlandsprodukts von mindestens 7 Prozent in den am wenigsten entwickelten Laendern aufrechterhalten,8.1.1,8.1.1  Jaehrliche Wachstumsrate des realen BIP pro Kopf,,,,,,,
8,"Ziel    8.2       Eine hoehere wirtschaftliche Produktivitaet durch Diversifizierung, technologische Modernisierung und Innovation erreichen, einschliesslich durch Konzentration auf mit hoher Wertschoepfung verbundene und arbeitsintensive Sektoren",8.2.1,8.2.1  Jaehrliche Wachstumsrate des realen BIP je Beschaeftigten,,,,,,,
8,"Ziel    8.3       Entwicklungsorientierte Politiken foerdern, die produktive Taetigkeiten, die Schaffung menschenwuerdiger Arbeitsplaetze, Unternehmertum, Kreativitaet und Innovation unterstuetzen, und die Formalisierung und das Wachstum von Kleinst-, Klein- und Mittelunternehmen unter anderem durch den Zugang zu Finanzdienstleistungen beguenstigen",8.3.1,"8.3.1  Anteil der informellen Beschaeftigung ausserhalb der Landwirtschaft, nach Geschlecht",,,,,,,
8,"Ziel    8.4       Bis 2030 die weltweite Ressourceneffizienz in Konsum und Produktion Schritt fuer Schritt verbessern und die Entkopplung von Wirtschaftswachstum und Umweltzerstoerung anstreben, im Einklang mit dem Zehnjahres-Programmrahmen fuer nachhaltige Konsum- und Produktionsmuster, wobei die entwickelten Laender die Fuehrung uebernehmen",8.4.1,"8.4.1  Rohstoff-Fussabdruck, Rohstoff-Fussabdruck pro Kopf und Rohstoff-Fussabdruck pro BIP",,,,,,,
8,"Ziel    8.4       Bis 2030 die weltweite Ressourceneffizienz in Konsum und Produktion Schritt fuer Schritt verbessern und die Entkopplung von Wirtschaftswachstum und Umweltzerstoerung anstreben, im Einklang mit dem Zehnjahres-Programmrahmen fuer nachhaltige Konsum- und Produktionsmuster, wobei die entwickelten Laender die Fuehrung uebernehmen",8.4.2,"8.4.2  Inlaendischer Materialverbrauch, inlaendischer Materialverbrauch pro Kopf und inlaendischer Materialverbrauch pro BIP",,,,,,,
8,"Ziel    8.5       Bis 2030 produktive Vollbeschaeftigung und menschenwuerdige Arbeit fuer alle Frauen und Maenner, einschliesslich junger Menschen und Menschen mit Behinderungen, sowie gleiches Entgelt fuer gleichwertige Arbeit erreichen",8.5.1,"8.5.1  Durchschnittlicher Stundenlohn von weiblichen und maennlichen Beschaeftigten, nach Beschaeftigung, Alter und Personen mit Behinderungen",,,,,,,
8,"Ziel    8.5       Bis 2030 produktive Vollbeschaeftigung und menschenwuerdige Arbeit fuer alle Frauen und Maenner, einschliesslich junger Menschen und Menschen mit Behinderungen, sowie gleiches Entgelt fuer gleichwertige Arbeit erreichen",8.5.2,"8.5.2  Arbeitslosenquote, nach Geschlecht, Alter und Personen mit Behinderungen",,,,,,,
8,"Ziel    8.6       Bis 2020 den Anteil junger Menschen, die ohne Beschaeftigung sind und keine Schul- oder Berufsausbildung durchlaufen, erheblich verringern",8.6.1,"8.6.1  Anteil der Jugendlichen (15 bis 24 Jahre), die nicht in schulischer Ausbildung, in Beschaeftigung oder in einer Berufsausbildung sindÿ",,,,,,,
8,"Ziel    8.7       Sofortige und wirksame Massnahmen ergreifen, um Zwangsarbeit abzuschaffen, moderne Sklaverei und Menschenhandel zu beenden und das Verbot und die Beseitigung der schlimmsten Formen der Kinderarbeit, einschliesslich der Einziehung und des Einsatzes von Kindersoldaten, sicherstellen und bis 2025 jeder Form von Kinderarbeit ein Ende setzen",8.7.1,"8.7.1  Anteil und Anzahl der Kinder zwischen 5 und 17 Jahren, die Kinderarbeit verrichten, nach Geschlecht und Alter",,,,,,,
8,"Ziel    8.8       Die Arbeitsrechte schuetzen und sichere Arbeitsumgebungen fuer alle Arbeitnehmer, einschliesslich der Wanderarbeitnehmer, insbesondere der Wanderarbeitnehmerinnen, und der Menschen in prekaeren Beschaeftigungsverhaeltnissen, foerdern",8.8.1,"8.8.1  Haeufigkeitsraten von toedlichen und nicht-toedlichen Arbeitsunfaellen, nach Geschlecht und Migrationsstatus",,,,,,,
8,"Ziel    8.8       Die Arbeitsrechte schuetzen und sichere Arbeitsumgebungen fuer alle Arbeitnehmer, einschliesslich der Wanderarbeitnehmer, insbesondere der Wanderarbeitnehmerinnen, und der Menschen in prekaeren Beschaeftigungsverhaeltnissen, foerdern",8.8.2,"8.8.2  Grad der nationalen Einhaltung der Arbeitnehmerrechte (Vereinigungsfreiheit und Kollektivverhandlungen) basierend auf Textquellen der Internationalen Arbeitsorganisation (ILO) und nationaler Gesetzesgrundlagen, nach Geschlecht und Migrationsstatus",,,,,,,
8,"Ziel    8.9       Bis 2030 Politiken zur Foerderung eines nachhaltigen Tourismus erarbeiten und umsetzen, der Arbeitsplaetze schafft und die lokale Kultur und lokale Produkte foerdert",8.9.1,8.9.1  Beitrag des Tourismus zum BIP als Anteil am gesamten BIP und als Veraenderungsrate,,,,,,,
8,"Ziel    8.9       Bis 2030 Politiken zur Foerderung eines nachhaltigen Tourismus erarbeiten und umsetzen, der Arbeitsplaetze schafft und die lokale Kultur und lokale Produkte foerdert",8.9.2,8.9.2  Anteil der Arbeitsplaetze im Bereich nachhaltiger Tourismus an den gesamten Arbeitsplaetzen im Tourismus,,,,,,,
8,"Ziel    8.10       Die Kapazitaeten der nationalen Finanzinstitutionen staerken, um den Zugang zu Bank-, Versicherungs- und Finanzdienstleistungen fuer alle zu beguenstigen und zu erweitern",8.10.1,8.10.1  (a) Anzahl der Bankfilialen pro 100.000 Erwachsenen und (b) Anzahl der Bankautomaten pro 100.000 Erwachsenen,,,,,,,
8,"Ziel    8.10       Die Kapazitaeten der nationalen Finanzinstitutionen staerken, um den Zugang zu Bank-, Versicherungs- und Finanzdienstleistungen fuer alle zu beguenstigen und zu erweitern",8.10.2,8.10.2  Anteil der Erwachsenen (15 Jahre und aelter) mit einem Konto bei einer Bank oder einem anderen Finanzinstitut oder einem mobilen Geldleistungsanbieter,,,,,,,
8,"Ziel    8.a       Die im Rahmen der Handelshilfe gewaehrte Unterstuetzung fuer die Entwicklungslaender und insbesondere die am wenigsten entwickelten Laender erhoehen, unter anderem durch den Erweiterten integrierten Rahmenplan fuer handelsbezogene technische Hilfe fuer die am wenigsten entwickelten Laender",8.a.1,"8.a.1  ""Aid for Trade""-Zusagen und -Auszahlungen",,,,,,,
8,Ziel    8.b       Bis 2020 eine globale Strategie fuer Jugendbeschaeftigung erarbeiten und auf den Weg bringen und den Globalen Beschaeftigungspakt der Internationalen Arbeitsorganisation umsetzen,8.b.1,"8.b.1  Existenz einer entwickelten und operationalisierten nationalen Strategie zu Jugendarbeitslosigkeit, als eigenstaendige Strategie oder als Teil der nationalen Beschaeftigungsstrategie",,,,,,,
9,"Ziel    9.1       Eine hochwertige, verlaessliche, nachhaltige und widerstandsfaehige Infrastruktur aufbauen, einschliesslich regionaler und grenzueberschreitender Infrastruktur, um die wirtschaftliche Entwicklung und das menschliche Wohlergehen zu unterstuetzen, und dabei den Schwerpunkt auf einen erschwinglichen und gleichberechtigten Zugang fuer alle legen",9.1.1,"9.1.1  Anteil der ruralen Bevoelkerung, die im Umkreis von 2 km entfernt an einer ganzjaehrig befahrbaren Strasse lebt",,,,,,,
9,"Ziel    9.1       Eine hochwertige, verlaessliche, nachhaltige und widerstandsfaehige Infrastruktur aufbauen, einschliesslich regionaler und grenzueberschreitender Infrastruktur, um die wirtschaftliche Entwicklung und das menschliche Wohlergehen zu unterstuetzen, und dabei den Schwerpunkt auf einen erschwinglichen und gleichberechtigten Zugang fuer alle legen",9.1.2,"9.1.2  Passagiere und Frachtvolumen, nach der Art des Transports",,,,,,,
9,Ziel    9.2       Eine breitenwirksame und nachhaltige Industrialisierung foerdern und bis 2030 den Anteil der Industrie an der Beschaeftigung und am Bruttoinlandsprodukt entsprechend den nationalen Gegebenheiten erheblich steigern und den Anteil in den am wenigsten entwickelten Laendern verdoppeln,9.2.1,9.2.1  Wertschoepfung des Verarbeitenden Gewerbes als Anteil am BIP und pro Kopf,,,,,,,
9,Ziel    9.2       Eine breitenwirksame und nachhaltige Industrialisierung foerdern und bis 2030 den Anteil der Industrie an der Beschaeftigung und am Bruttoinlandsprodukt entsprechend den nationalen Gegebenheiten erheblich steigern und den Anteil in den am wenigsten entwickelten Laendern verdoppeln,9.2.2,9.2.2  Beschaeftigung im Verarbeitenden Gewerbe als Anteil an der Beschaeftigung insgesamt,,,,,,,
9,"Ziel    9.3       Insbesondere in den Entwicklungslaendern den Zugang kleiner Industrie- und anderer Unternehmen zu Finanzdienstleistungen, einschliesslich bezahlbaren Krediten, und ihre Einbindung in Wertschoepfungsketten und Maerkte erhoehen",9.3.1,9.3.1  Anteil der Wertschoepfung kleiner Unternehmen an der gesamten Wertschoepfung der Industrie,,,,,,,
9,"Ziel    9.3       Insbesondere in den Entwicklungslaendern den Zugang kleiner Industrie- und anderer Unternehmen zu Finanzdienstleistungen, einschliesslich bezahlbaren Krediten, und ihre Einbindung in Wertschoepfungsketten und Maerkte erhoehen",9.3.2,9.3.2  Kleine Unternehmen mit einem Kredit oder einer Kreditlinie,,,,,,,
9,"Ziel    9.4       Bis 2030 die Infrastruktur modernisieren und die Industrien nachruesten, um sie nachhaltig zu machen, mit effizienterem Ressourceneinsatz und unter vermehrter Nutzung sauberer und umweltvertraeglicher Technologien und Industrieprozesse, wobei alle Laender Massnahmen entsprechend ihren jeweiligen Kapazitaeten ergreifen",9.4.1,9.4.1  CO2-Emissionen pro Wertschoepfungseinheit,,,,,,,
9,Ziel    9.5       Die wissenschaftliche Forschung verbessern und die technologischen Kapazitaeten der Industriesektoren in allen Laendern und insbesondere in den Entwicklungslaendern ausbauen und zu diesem Zweck bis 2030 unter anderem Innovationen foerdern und die Anzahl der im Bereich Forschung und Entwicklung taetigen Personen je 1 Million Menschen sowie die oeffentlichen und privaten Ausgaben fuer Forschung und Entwicklung betraechtlich erhoehen,9.5.1,9.5.1  Ausgaben fuer Forschung und Entwicklung als Anteil am BIP,,,,,,,
9,Ziel    9.5       Die wissenschaftliche Forschung verbessern und die technologischen Kapazitaeten der Industriesektoren in allen Laendern und insbesondere in den Entwicklungslaendern ausbauen und zu diesem Zweck bis 2030 unter anderem Innovationen foerdern und die Anzahl der im Bereich Forschung und Entwicklung taetigen Personen je 1 Million Menschen sowie die oeffentlichen und privaten Ausgaben fuer Forschung und Entwicklung betraechtlich erhoehen,9.5.2,9.5.2  Wissenschaftler (in Vollzeit-aequivalenten) pro eine Million Einwohner,,,,,,,
9,"Ziel    9.a       Die Entwicklung einer nachhaltigen und widerstandsfaehigen Infrastruktur in den Entwicklungslaendern durch eine verstaerkte finanzielle, technologische und technische Unterstuetzung der afrikanischen Laender, der am wenigsten entwickelten Laender, der Binnenentwicklungslaender und der kleinen Inselentwicklungslaender erleichtern",9.a.1,9.a.1  oeffentliche internationale Unterstuetzung insgesamt (oeffentliche Entwicklungsausgaben plus sonstige oeffentliche Ausgaben) fuer Infrastruktur,,,,,,,
9,"Ziel    9.b       Die einheimische Technologieentwicklung, Forschung und Innovation in den Entwicklungslaendern unterstuetzen, einschliesslich durch Sicherstellung eines foerderlichen politischen Umfelds, unter anderem fuer industrielle Diversifizierung und Wertschoepfung im Rohstoffbereich",9.b.1,9.b.1  Anteil der Wertschoepfung der Medium- und High-Tech-Industrie an der Wertschoepfung insgesamt,,,,,,,
9,"Ziel    9.c       Den Zugang zur Informations- und Kommunikationstechnologie erheblich erweitern sowie anstreben, in den am wenigsten entwickelten Laendern bis 2020 einen allgemeinen und erschwinglichen Zugang zum Internet bereitzustellen",9.c.1,"9.c.1  Anteil der Bevoelkerung, die durch ein Mobilfunknetz abgedeckt ist, nach Technologie",,,,,,,
10,Ziel    10.1       Bis 2030 nach und nach ein ueber dem nationalen Durchschnitt liegendes Einkommenswachstum der aermsten 40 Prozent der Bevoelkerung erreichen und aufrechterhalten,10.1.1,10.1.1  Wachstumsraten von Haushaltsausgaben oder -einkommen pro Kopf der unteren 40 Prozent der Bevoelkerung und der Gesamtbevoelkerung,,,,,,,
10,"Ziel    10.2       Bis 2030 alle Menschen unabhaengig von Alter, Geschlecht, Behinderung, Rasse, Ethnizitaet, Herkunft, Religion oder wirtschaftlichem oder sonstigem Status zu Selbstbestimmung befaehigen und ihre soziale, wirtschaftliche und politische Inklusion foerdern",10.2.1,"10.2.1  Anteil der Menschen, die mit weniger als 50% des Medianeinkommens leben, nach Geschlecht, Alter und Personen mit Behinderungen",,,,,,,
